,reviews_classified_all
2752,muito chateado com a nubank entrando nessa palhacada de criptomoedas ja nao ta la aquelas coisas na bolsa de valores problema com inadimplencia dos clientes agora isso como e que eles querem passar seguranca pra que eu deixe dinheiro com eles
2753,utilidade publica pra quem tem o roxinho dica de seguranca caso perca o celular ou seja roubado acesse gt httpstcovp8snolayk e clique em login digite seu cpf e sua senha senha pra entrar no aplicativo nao e a senha do cartao a carregar essa tela clique em “estou sem cel” httpstcosgyqeqwzrt
2754,a bicha cai em golpe de pix e culpa a nubank por não ter mais opcoes de seguranca no apppelo amor kkkkk
2755,nubank pra mim e o pior banco em questao de seguranca todo dia tem alguem tentando comprar usando os dados do meu cartao...
2756,eita gente impressao minha ou a nubank ta super mal falada por ai falta de seguranca falta de suporte ... obs eu to pedindo aumento de limite a meses e nao querem aumentar sendo que pago minha fatura em dia
2757,caras ja li tantos relatos de falha de seguranca na nubank que vou ai quitar oq devo no cartao de credito e encerrar a conta deus me livre
2758,muito bom gostei muito tem tudo que eu preciso ao pesquisar sobre minha conta
2759,nunca tive conta no nu porem todos falam muito bem quero ser cliente tambem
2760,um dos melhores bancos a unica dificudade e pra eles disponibilidade cartao de credito tirando isso e perfeito
2761,otimoficaria melhor se tivesse pontos e minhas
2762,nao consigo baixar recebi o cartao mas nao consigo desbloquear o cartao
2763,faz 4 anos que tenho uma conta nubank e nunca almentam meu limite porque issoos outros cartoes tenho limites bem mais altos esse nubank de uma morreram de 200 não sai esse nubank e o pior cartao que tenho o unico geito e cancelar isso
2764,eu gosto muito desse cartao ele e muito bom
2765,excelente cartao fiz e eu nao me arrependir
2766,melhor banco que ja trabalhei
2767,otimo investimento
2768,melhor banco amoooo demais
2769,e otimo
2770,muito bom esse aplicativo melhorou i facilitou muito minha vida
2771,excelente
2772,otimo aplicativo gostei muito
2773,muito util e pratico gosto de poder ajustar o limite e de poder pagar antecipado quando posso tbem facilita a vida
2774,infelizmente limite baixissimo nunca aprova aumento de limite porem e bom
2775,otimo
2776,aplicativo tem um bom desempenho e minha conta me proporciona facilidades nas transacoes bancarias
2777,aplicativo facil e rapido de mexer
2778,excelente parabens
2779,otimo
2780,amei um aplicativo otimo
2781,otimo
2782,simplesmente o melhor banco nunca tive nenhum problema nunca ocorreu nenhum erro ou atividade estranha tudo no aplicativo e facil de entender e de usar 1010
2783,vcs nos dao a opcao de cartao de credito mais a gente que tem que depositar o valor pra se tornar credito isso e roubo se eu tenho o dinheiro e melhor pagar a vista o credito seria uma emergencia mais ai vcs pegam o que e depositado e nao tem mais o credito e o dinheiro que e depositado pra onde vai acho isso errado nao recomendo vcs pra ninguem cambada de safado
2784,otimo
2785,otimo aplicativo maravilhoso
2786,por algum motivo o aplicativo nao esta querendo abrir no meu celular fica mandando eu desbloquear meu celular num lupe infinito nao me dando acesso a minha conta
2787,o aplicativo nubank e otimo mas na funcao de tirar a selfie ta horrivel não consigo tirar pra mim identificar
2788,otimo
2789,concorrencia ta melhor
2790,otimo
2791,foi otimo o atedimento
2792,melhor banco que ja tive ate agora
2793,e um excelente banco digital
2794,amei esse cartao nubank
2795,o melhor banco que ja tive pratico atencioso rapido e sem burocracia nenhuma eu recomendo mil vezes mais o roxinho 🟣
2796,esse cartao e demais super recomendo
2797,a nubank veio piorando muito esses dias agora voce tem que colocar dinheiro no cartao para poder usar alem de sempre ter que colocar senha para ter acesso que as vezes nao funciona e eu acabo ficando sem acesso ao aplicativo
2798,muito bom simples e pratico rentabilidade na conta corrente muito acima de qualquer outro investimento de outro banco
2799,melhor do mercado
2800,melhor banco possivel
2801,desconheco banco melhor 🥱
2802,excelente aplicativo parabens estou muito satisfeito
2803,otimo aplicativo
2804,gosto deste aplicativo porque e simples pratico e seguro
2805,melhor banco digital top
2806,otimo banco des da criacao da minha conta ja me deram um bom limite e sempre que precisei entrar em contato com eles sempre foram rapidos e me ajudaram com todos meus problemas
2807,excelente
2808,so o limite que e pouco de credito
2809,pessimo banco movimento direto minha conta nao me mandam credito nem emprestimo
2810,otimo atendimento e tudo facilitado
2811,otimo
2812,muito facil e rapido
2813,otimo
2814,muito bom facil de usar e sem burocracia
2815,o banco do nubank e muito bom mas ele precisa aumentar os limites dos clientes que eles nao da limite suficiente para o cliente
2816,aplicativo facil de utilizar e rapido
2817,eu gosto muito e perfeito pra mim
2818,muito top chegou sim meu cartao
2819,nao consigo fazer pix mesmo tendo dinheiro na conta so consigo se o saldo tiver alto se tiver baixo ou so o valor que eu quero transferir nao da certo e isso me atrapalha porque as vezes estou em um lugar que nao tem outra opcao
2820,aplicativo top banco excelente eu recomendo
2821,otimo
2822,amo usar o nubank e pratico de facil acesso interface linda e todas as informacoes encontro nele para sanar minhas duvidas
2823,otimo
2824,ele e otimo o problema e que nunca almenta o limite
2825,o melhor banco digital do brasil
2826,melhor aplicativo
2827,muito bom esse cartao
2828,melhor banco do mundo
2829,melhor banco ever
2830,a nubank poderia ser um pouco mais flexivel em questao a cartao de credito
2831,excelente aplicativo
2832,e chato prq o limite da gente não aumentapelo menos o meuta com de quatro anos que eu compro pago antes do dia e nunca aumentanunca sai dos 2300 so que ja me ajudou muito nea gente não poder ser cego de consciencia
2833,melhor banco da vidaa
2834,bom cartao
2835,o leitor de codigo de barras nao funciona nem na pf nem na pj sempre temos de digitar todos os numeros dos boletos o pagamento de darf pela pj nao pode ter comprovante liberado sem mencao ao pagador no caso o titular da conta isso gera uma contradicao contabil porque nao consta nenhuma identificacao do pagador titular da conta pj
2836,pra mim esta otimo nota 10
2837,esse cartao e a minha salvacao
2838,pessimo banco recebi um bloqueio do nada por simplesmente usar a conta e ainda prendem meu dinheiro
2839,decepcionada chateadissimaaaaaa de inicio achei excelente a aquisicao do cartao sem as burocracias normais que algumas instituicoes financeiras exigem estava amando a praticidade do cartao ate me deparar com a inexplicavel situacao constrangedora de bloqueio por falta de pagamento a fatura vence dia 16 efetuei o pagamento bem antes da data 07 e foi comprovado o recebimento pela intuicao no dia 08 no proprio aplicativo aparece a confirmacao do pagamento e ainda assim meu carta foi bloqueado
2840,melhor banco que ja tive conta unico porem e que dificilimo conseguir um bom limite de credito mesmo tendo nome limpo fora isso nada a reclamar
2841,otimo ameiii
2842,excelente aplicativo funcionalidade 10 facil de usar qualquer por pessoa mais a analise de credito deixa a desejar ja vai fazer dois anos que tenho o cartao veio com 250 de credito depois de um ano almentou 50 reais gostaria de ficar usando ia fazer a portabilidade de salario mais recebi propostas melhores de outros bancos
2843,otimo aplicativo
2844,otimo
2845,pra mim e muito bom mesmo
2846,cartao excelente
2847,super indico o nubank tudo de bom a resposta do chat e otimo rapido e com precisao
2848,simplesmente o melhor banco digital do brasil
2849,otimo so acho que deveriam liberar mais limites ja que minha movimentacao e boa
2850,muito bom muito facil e rapido avaliacao de credito muito boa
2851,excelente aplicativo
2852,otimo
2853,sem duvidas um dos melhores do brasil ater agora nao tenho nada para reclamar
2854,otimo
2855,o melhor cartao que ja tive
2856,engracado que ao indicar alguem você deveria reseber uma recompensa mas nao ganha nada com issoindiquei minha irma liberou limite pra ela ate mas que o meu desapontante
2857,otimo e facil de usar
2858,melhor banco
2859,parabens pelo apptudo rapido e facil
2860,otima experiencia com o banco e ate dificil querer usar outro banco depois que sermos clientes do nubank
2861,excelente
2862,maravilhoso adorei ter esta conta
2863,nao estou conseguindo que vcs ne der um limite no cartao de creditopor isso so estou dando uma estrela seus bando de mentiroso
2864,nu o melhor top recomendo para todos os meus amigos surpe indico
2865,muito booom melhor aplicativo
2866,otimo
2867,depois que eu abri minha conta no nubank estou aprendo a ser mais organizada com minhas financas e tendo consciencia do valor do meu dinheiro sei que e ele quem deve trabalhar para mim e não eu para ele mas ainda falta muita coisa para aprender como usar o cartao de credito guardar um pouco do que ganho e ter uma reserva de emergencia devo me importar com meu futuro e quem sabe ate comecar aprender sobre investimentos pois eu creio que saber como seja uma necessidade
2868,simplesmente excelente
2869,nao consigo usa meu cartao digital
2870,falta do cartao de credito
2871,tentei abrir conta fiquei duas semanas esperando retorno e nada abria o aplicativo e aparecia a mensagem em ate 5 dias sua conta vai estar liberada muito chato e decepcionante
2872,otimo
2873,otimo
2874,otimo super recomendo
2875,bom dia estou abrindo agora a pedido de videos lucrativos da nutror mas segundo informaram a nubank e a melhor para operacionalizar e receber os creditos por enquanto muito obrigado
2876,pra ele e bom
2877,otimo
2878,otimo
2879,pessimo esta agora antes ja foi melhor uso a muito tempo e nada de libera um credito decepcionada
2880,desde hoje meu aplicativo entra em uma tela falando pra eu colocar a mesma senha do meu celular eu coloco da certo mas volta pra uma tela perguntando se eu quero usar esda opcao e vira um ciclo eterno numa sai desta tela mesmo eu pondo a senha
2881,nao consigo fazer pix e nem usar meu cartao virtual pede indentificar facial quando e pra fazer o aplicativo simplesmente fecha
2882,excelente
2883,otimo
2884,melhor banco digital nada a reclamar
2885,excelente e bem pratico para usar
2886,siceramente nao estou gostandosou cliente a muito tempo coloquei mas de 10000 reais e nao mim deram creditos nenhumagr tento fazer pix pede foto tiro e nao vaitou pensando em mudar de conta sinceramente
2887,muito bom facil de manusear e com boas funcionalidade
2888,sugerir ou seria obrigar que a senha do aplicativo seja a mesma do aparelho e ser muito sem nocao pra dizer o minimo
2889,excelente
2890,doque adianta dar o cartao de credito sendo que eu tenho que reservar o dinheiro a vista e quando parcela desconta o dinheiro todo
2891,otimo amei
2892,de facil uso
2893,nubank e o melhor aplicativo
2894,o melhor
2895,otimo
2896,pouco limite
2897,otimo aplicativo atende bem as necessidades
2898,otimo otimo
2899,muito pratico para todas operacoes
2900,o melhor
2901,otimo parceiro
2902,adoooro pratico e eficaz
2903,excelente
2904,o melhor cartao
2905,excelente
2906,otima
2907,o melhor na minha opiniao
2908,nao passa pix via dados bancarios e nem pra chave aleatoria
2909,otimo tudo explicado nota 10
2910,e otimo
2911,muito acessivel pratico e muitas vantagens
2912,otimo
2913,acho otimomuito pra nossa seguranca
2914,ate hoje nao tenho credito
2915,excelente
2916,otimo
2917,uso o cartao da minha irma e xou gostei agora estou tentando conseguir o meu
2918,nao recemendo cobram taxas abusivas se voce pretende perder dinherio para banco esse e o banco indicado para todos os saques que voce fizer sera cobrado 650 eu falei todos os saques do primeiro saque do mes ao ultimo ainda tem a cara de pau de dizer que sao uma taxa de manutencao dos caixas sem contar o pessimo desempenho do aplicativo feramentas que nao funcionam mesmo senso um aparelho de ultima geracao abas de dificil navegacao enfim perde tempo e dinheiro com esta m
2919,facilidade agilidade tudo de bom
2920,e bom so nao aumenta o limite
2921,o limite nao aumenta tenho pago tudo rigorosamente em dia uso frequentemente pago valor total da fatura todos os cartoes aumentam o limite menos o nubank e uma vergonha
